Source,Original ID,Acceptability,Original annotation,Sentence,Material added
SoD-Noun2,8.60a,0,?,Jan zal het boek morgen waarschijnlijk lezen.,1
SoD-Noun2,8.60b,0,?,Jan zal het boek thuis waarschijnlijk lezen.,1
SoD-Noun2,8.65b,0,?,Het boek heeft hij niet gelezen maar het artikel.,0
SoD-Noun2,8.66b,0,?,Niet het boek gelezen heeft hij maar de film gezien.,0
SoD-Noun2,8.67b,0,?,Jan heeft waarschijnlijk iemand niet gezien.,0
SoD-Noun2,8.72b,0,?,Er is een broer van mij gisteren overreden.,1
SoD-Noun2,8.75a,0,?,Ik hoorde dat een man een boek gekocht heeft.,1
SoD-Noun2,8.75b,0,?,Ik hoorde dat er een man het boek gekocht heeft.,1
SoD-Noun2,8.77a,0,?,Er werd een tachtig jaar oude man niet binnengelaten.,0
SoD-Noun2,8.125b,0,?,Jan heeft altijd de directeur al willen zijn.,0
SoD-Noun2,8.138c,0,?,"Een walvis, dat is een zoogdier.",0
SoD-Noun2,8.142c,0,?,Ik ben die les weer aanwezig.,0
SoD-Noun2,8.147a,0,?,Hij komt een uur op visite.,0
SoD-Noun2,8.148b,0,?,Hij heeft drie uren liggen slapen.,0
SoD-Noun2,8.158c,0,?,Ik ben het weekend in Antwerpen.,0
SoD-Noun2,8.159b,0,?,HIj komt komende dag weer thuis.,0
SoD-Noun2,8.159c,0,?,Hij komt die dag weer thuis.,0
SoD-Coord,1.131a,0,?,Op dat ik op tijd kom kan je rekenen.,0
SoD-Coord,1.133,0,?,Je kan op mijn hulp rekenen en dat ik op tijd ben.,0
SoD-Coord,1.140b,0,?,Jan heeft me beloofd om te komen en dat hij blijft eten.,0
SoD-Coord,1.166a,0,(?),Ik heb een hond –en wel een poedel– gekocht.,0
SoD-Coord,1.166a',0,(?),Jan is naar beneden –en wel naar de kelder– gegaan.,0
SoD-Coord,1.252,0,?,Ik heb niet alleen de Kroaten in de Balkan voor ogen maar ook zij die elders wonen.,0
SoD-Coord,1.292a,0,?,Er worden hier Engels en Duits gesproken.,0
SoD-Coord,1.293a,0,?,Roken en drinken zijn gezond.,0
SoD-Coord,1.302a,0,(?),Dit hier en dat daar kunnen opgeruimd worden.,0
SoD-Coord,1.302b,0,?,Dit hier en dat daar wisselt voortdurend van plaats.,0
SoD-Coord,1.308b,0,(?),Het zijn warme plekken in de keuken en op zolder.,0
SoD-Coord,1.420a,0,?,Het is vervelend dat Jan niets kan zeggen of Marie bespot hem.,0
SoD-Coord,1.420b,0,?,Het feit dat Jan niets kan zeggen of Marie bespot hem is vervelend.,0
SoD-Coord,1.423a,0,(?),"Jan kan niets zeggen, of Marie protesteert of de voorzitter grijpt in.",0
SoD-Coord,1.469a',0,?,Ik denk dat Jan maar zelfs Marie aanwezig is.,1
SoD-Coord,1.469b',0,?,Ik denk dat Jan van Marie maar zelfs van Els hulp kreeg.,1
SoD-Coord,1.469c',0,(?),Ik denk dat afvaldiëten nutteloos maar ook schadelijk zijn.,1
SoD-Coord,1.469c',0,?,Ik denk dat afvaldiëten nutteloos maar zelfs schadelijk zijn.,1
SoD-Coord,1.469d',0,?,Ik denk dat Jan vandaag maar zelfs morgen aanwezig is.,1
SoD-Coord,1.472a',0,?,Gisteren hebben niet wij maar Jan geklaagd.,0
SoD-Coord,1.472b',0,?,Gisteren heeft niet Jan maar wij geklaagd.,0
SoD-Coord,1.474a',0,?,Gisteren heb niet ik maar Jan geklaagd.,0
SoD-Coord,1.474b',0,?,Gisteren heeft niet Jan maar ik geklaagd.,0
SoD-Coord,1.475a',0,(?),Gisteren heb niet ik maar Jan zich beklaagd over stank.,0
SoD-Coord,1.475b',0,(?),Gisteren heeft niet Jan maar ik me beklaagd over stank.,0
SoD-Coord,1.527b',0,?,Jan ging en ziek en moe naar bed.,0
SoD-Adp,5.67b',0,?,Dat is de berg waar hij is op geklommen.,1
SoD-Adp,5.68b',0,?,Zij vertelde dat hij op die berg is geklommen.,1
SoD-Adp,5.70b,0,?,De haven waar de kapitein het schip in gevaren heeft.,0
SoD-Adp,5.73b',0,(?),Jan sprong er af.,0
SoD-Adp,5.75a,0,?,Jan liep langs het huis heen.,0
SoD-Adp,5.77b',0,(?),Jan liep er boven.,0
SoD-Adp,5.77b',0,(?),Jan liep onder langs.,0
SoD-Adp,5.83c,0,?,Jan kwam om de hoek vandaan.,0
SoD-Adp,5.103a',0,(?),Waarnaar heeft Jan de hele dag gezocht?,0
SoD-Adp,5.103b'',0,(?),Dat is het pakje waarnaar Jan de hele dag gezocht heeft.,1
SoD-Adp,5.151b,0,(?),In welke muur sloeg Jan de spijker met een hamer?,0
SoD-Adp,5.151c,0,(?),In de muur sloeg Jan de spijker met een hamer.,0
SoD-Adp,5.153c,0,?,In die kast stonden er twee grammatica's.,0
SoD-Adp,5.184b,0,?,Jan heeft er ergens de sleutel mee uit gehaald.,0
SoD-Adp,5.184c,0,?,Jan heeft er overal de sleutel mee uit gehaald.,0
SoD-Verb3,11.296b,0,(?),Dit boek denk ik dat Jan gekocht heeft.,0
SoD-Verb3,11.296b,0,(?),Dit boek weet ik dat Jan gekocht heeft.,0
SoD-Verb3,11.302a,0,(?),Mijn zuster zei Jan dat dit boek gelezen had.,0
SoD-Verb3,11.302a,0,(?),Zij zei Jan dat dit boek gelezen had.,0
SoD-Verb3,11.330b',0,?,De auto te repareren probeert Jan al tijden.,0
SoD-Verb3,11.352b',0,?,Beloven wil hij niet dat hij komt.,0
SoD-Verb3,11.355b,0,?,Boeken gelezen worden er bijna niet meer.,0
SoD-Verb3,11.358a',0,?,Boeken te lezen zit hij hier altijd.,0
SoD-Verb3,11.358b',0,?,Te lezen zit hij dat boek altijd hier.,0
SoD-Verb3,11.371b,0,?,"Boeken lezen, dat gaat hij niet doen.",0
SoD-Verb3,11.406a,0,(?),Wat een mooie boeken zei hij dat er in die kast staan!,0
SoD-Verb3,11.406b,0,(?),Wat een mooie boeken zei hij dat je gekocht hebt!,0
SoD-Verb3,11.406c,0,(?),Wat mooi zei hij dat die boeken zijn!,0
SoD-Verb3,11.421c,0,(?),Wat hebben er een mensen een goederen gedoneerd!,0
SoD-Verb3,11.456a,0,(?),Jan heeft meer boeken dan ik denk dat Els cd's.,0
SoD-Verb3,11.456a,0,(?),Jan heeft meer boeken dan ik denk dat Els cd's heeft.,0
SoD-Verb3,11.456b,0,(?),Jan heeft meer boeken dan ik denk dat Peter zei dat Els cd's.,0
SoD-Verb3,11.456b,0,(?),Jan heeft meer boeken dan ik denk dat Peter zei dat Els cd's heeft.,0
SoD-Verb3,11.474b,0,(?),Hem denkt Jan dat ik het meest bewonder.,0
SoD-Verb3,11.487b,0,(?),Hem die denkt Jan dat ik het meest bewonder.,0
SoD-Verb3,11.527b,0,?,Welke boek heeft Jan het te bekijken weggelegd?,0
SoD-Verb3,8.71c,0,?,Het is helemaal zo dat Jan de appel heeft opgegeten.,0
SoD-Verb3,8.71c,0,?,Het is gedeeltelijk zo dat Jan de appel heeft opgegeten.,0
SoD-Verb3,8.161a,0,?,Jan speelt viool nadat hij danst.,0
SoD-Verb3,8.161b,0,?,Jan speelde viool nadat hij danste.,0
SoD-Verb3,8.165b,0,?,Jan lacht en hij doet dat vaak.,0
SoD-Verb3,8.173a',0,?,Jan gaat vrij waarschijnlijk weg.,0
SoD-Verb3,8.196,0,?,Jan gaat waarschijnlijk om drie uur in het park graag wandelen.,0
SoD-Verb3,8.205a,0,?,Ik weet dat Marie ook bijna met 'm ging spelen.,1
SoD-Verb3,8.207b,0,?,Ik denk dat Marie gewoonlijk wijselijk niet met 'm wil spelen.,1
SoD-Verb3,8.213a,0,?,Ik denk dat Jan helaas morgen niet komt.,1
SoD-Verb3,8.213a,0,?,Ik denk dat Jan wijselijk morgen niet komt.,1
SoD-Verb3,8.213b,0,?,Ik denk dat Jan helaas in Utrecht niet overnacht.,1
SoD-Verb3,8.213b,0,?,Ik denk dat Jan wijselijk in Utrecht niet overnacht.,1
SoD-Verb3,9.42b,0,?,Zij zei Jan dat ze dit boek gelezen had.,0
SoD-Verb3,10.25b,0,?,Peter springt op straat touwtje.,0
SoD-Verb3,10.61a,0,?,Ik denk dat Peter graag zou auto willen rijden.,1
SoD-Verb3,10.61b,0,?,Ik denk dat Peter graag zou piano willen spelen.,1
SoD-Verb3,10.101c,0,?,Jan probeert de kaartjes voor te verkopen.,0
SoD-Verb3,10.102a,0,?,Jan is de oven voor aan het verwarmen.,0
SoD-Verb3,10.103a,0,?,Hij zegt dat Jan de oven voor zal verwarmen.,1
SoD-Verb3,11.106d,0,?,Wie heeft Jan die baan geboden?,0
SoD-Verb3,11.115d,0,?,Welke sollicitant heeft Jan die baan aangeboden?,0
SoD-Verb3,11.139a,0,?,Hoe goed verzekerd is uw huis?,0
SoD-Verb3,11.145a,0,?,Waar naar kijk je?,0
SoD-Verb3,11.145b,0,?,Waar in zullen we deze ring stoppen?,0
SoD-Verb3,11.145c,0,?,Waar na moest hij nu weg: het 1e of het 2e bedrijf?,0
SoD-Verb3,11.176b,0,?,Hoe zwaar verslaafd is Jan?,0
SoD-Verb3,11.178b',0,?,Hoeveel meter is het zwembad lang?,0
SoD-Verb3,11.187a',0,?,Welke jongen denk je dat de brief zal lezen?,0
SoD-Verb3,11.189a,0,?,Wie heeft gelogen?,0
SoD-Verb3,11.189b,0,?,Welke jongen heeft er gelogen?,0
SoD-Verb3,11.190a,0,?,Ik weet dat iemand een boek gekocht heeft.,1
SoD-Verb3,11.190b,0,?,Ik weet dat er iemand het boek gekocht heeft.,1
SoD-Verb3,11.191b,0,?,Welke jongen denk je dat er een boek gekocht heeft?,0
SoD-Verb3,11.191b',0,?,Welke jongen heeft er een boek gekocht?,0
SoD-Verb3,11.192a,0,?,Ik vraag me af wie gelogen heeft?,0
SoD-Verb3,11.192b,0,?,Ik vraag me af welke jongen er gelogen heeft?,0
SoD-Verb3,11.215b,0,?,Welk boek betreurde Jan dat Marie gekocht had?,0
SoD-Verb3,11.237b,0,?,In welke stad wist Jan niet dat ik gewoond had.,0
SoD-Verb3,11.237b',0,?,Van welke stad wist Jan niet dat ik er gewoond had.,0
SoD-Verb3,11.263b',0,?,Aan wie wil Jan wat geven?,0
SoD-Verb3,11.266b',0,(?),Waar heeft hij wie ontmoet?,0
SoD-Verb3,11.266b',0,(?),Wanneer heeft hij wie ontmoet?,0
SoD-Verb3,11.271b,0,(?),De jongen waar naar je kijkt is mijn broer.,0
SoD-Verb3,11.272c,0,?,De man waar bij de kat zit is mijn broer.,0
SoD-Verb3,11.539a,0,?,Ik zag dat het boek zonder ze te bekijken werd weggelegd.,1
SoD-Verb3,11.540a,0,?,Zij leken elkaar ziek te zijn.,0
SoD-Verb3,11.540a,0,?,Zij leken zichzelf ziek te zijn.,0
SoD-Verb3,11.540b,0,?,Iedereen leek zijn moeder de beste kandidaat te zijn.,0
SoD-Verb3,11.542b,0,?,Ik denk dat ze door Jan zonder te lezen werden opgeborgen.,1
SoD-Verb3,11.549a,0,?,Jan heeft die boeken weggelegd zonder te bekijken.,0
SoD-Verb3,11.564b,0,?,Dit is het meisje waar een vriend van op wacht.,1
SoD-Verb3,12.18b',0,?,Vertel haar dat gewacht wordt op de architect.,1
SoD-Verb3,12.19b,0,?,Ik zag dat Jan omdat hij kwaad was vertrok.,1
SoD-Verb3,12.37a,0,(?),Houden van lof zal ik nooit.,0
SoD-Verb3,12.38a,0,(?),Rekenen op een bonus doet hij niet.,0
SoD-Verb3,12.71b,0,?,Ik weet dat Jan graag leest de hele dag.,1
SoD-Verb3,12.72b,0,?,Ik hoorde dat Els graag een lezing geeft volgende week.,1
SoD-Verb3,12.72b',0,?,"Een lezing geven doet Els graag, volgende week.",0
SoD-Verb3,12.86b,0,(?),Jan heeft waarschijnlijk de man 10 euro gegeven die hem wil helpen.,0
SoD-Verb3,12.87b,0,?,Marie heeft veel mensen raad gegeven met financiële problemen.,0
SoD-Verb3,12.89c,0,(?),Ik denk dat Jan een boek met plaatjes heeft gekocht die ingekleurd zijn.,1
SoD-Verb3,12.90c,0,?,Ik denk dat Jan een boek met plaatjes heeft gekocht in kleur.,1
SoD-Verb3,12.131b,0,(?),Jan heeft waarschijnlijk gewerkt in de tuin tot drie uur.,0
SoD-Verb3,12.132b,0,(?),Jan heeft gewerkt in de tuin ondanks de hitte.,0
SoD-Verb3,13.63c,0,?,Ze zei dat hij zijn moeder het waarschijnlijk heeft gegeven.,1
SoD-Verb3,13.157b,0,(?),Jan is alleen op Marie maar boos geweest.,0
SoD-Verb3,13.157b',0,(?),Alleen op Marie is Jan maar boos geweet.,0
SoD-Verb3,13.158a',0,?,Ook is Jan al boos op Marie geweest.,0
SoD-Verb3,13.175b,0,?,Ik hoorde dat waarschijnlijk zij morgen komt.,1
SoD-Verb3,13.202c,0,?,Ik denk dat Jan waarschijnlijk er over wil praten.,1
SoD-Verb3,13.212b,0,?,Ik denk dat er twee 'm het boek aangeboden hebben.,1
SoD-Verb3,13.212c,0,?,Ik denk dat er twee 't 'm aangeboden hebben.,1
SoD-Verb3,13.214a,0,?,Jan heeft er 'm één gegeven.,0
SoD-Verb3,13.214b,0,?,Ik heb er ze een paar gegeven.,0
SoD-Verb3,13.215b'',0,?,Ik denk dat ik 't er twee heb aangeboden.,1
SoD-Verb3,14.50a',0,?,"Alle boeken van Reve, die heb ik gelezen.",0
SoD-Verb3,14.50b',0,?,"De meeste boeken van Reve, die heb ik gelezen.",0
SoD-Verb3,14.50c',0,?,"Elk boek van Reve, dat heb ik gelezen.",0
SoD-Noun1,2.22b,0,?,Ik hoorde over de dokters behandeling van Jan.,1
SoD-Noun1,2.28a,0,(?),Ik hoorde het gehuil door de kinderen.,1
SoD-Noun1,2.34b,0,?,Zij voelt een begeerte naar macht.,0
SoD-Noun1,2.36b,0,?,Het aardappels eten is niet zo populair meer.,0
SoD-Noun1,2.40a,0,?,Het werknemers bonussen geven is hier niet gebruikelijk.,0
SoD-Noun1,2.40b,0,?,Het bonussen geven aan werknemers is hier niet gebruikelijk.,0
SoD-Noun1,2.48c,0,?,Het werknemers bonussen geven kan stimulerend werken.,0
SoD-Noun1,2.49c,0,?,Het bonussen aan werknemers geven is hier niet gebruikelijk.,0
SoD-Noun1,2.78a,0,?,De prijsuitreiking aan de Oscarwinnaars is volgende week.,0
SoD-Verb2,5.508b,0,(?),Jan belooft het een goed mens te worden.,0
SoD-Verb2,5.532a,0,?,Jan wordt dat boek geacht te lezen.,0
SoD-Verb2,5.566b,0,?,Ik weet dat Jan dat boek in ontvangst geprobeerd heeft te nemen.,1
SoD-Verb2,5.569a,0,?,Ik weet dat Jan dat boek in ontvangst heeft geprobeerd te nemen.,1
SoD-Verb2,5.574a,0,?,Ik weet dat Jan het hek donkerblauw besloot te schilderen.,1
SoD-Verb2,5.574b,0,?,Ik weet dat Jan Marie op besloot te bellen.,1
SoD-Verb2,5.588a,0,(?),Ik weet dat Jan Marie het boek verzocht te kopen.,1
SoD-Verb2,5.588a,0,(?),Ik weet dat Jan haar het boek verzocht te kopen.,1
SoD-Verb2,5.588b,0,(?),Ik weet dat Jan Marie het boek heeft verzocht te kopen.,1
SoD-Verb2,5.588b,0,(?),Ik weet dat Jan haar het boek heeft verzocht te kopen.,1
SoD-Verb2,5.591a',0,?,Ik heb die jongen gisteren geprobeerd te ontmoeten.,0
SoD-Verb2,5.591a',0,?,Ik heb die jongen gisteren geprobeerd vandaag te ontmoeten.,0
SoD-Verb2,5.592a',0,?,Marie had die jongen gisteren geweigerd morgen te helpen.,0
SoD-Verb2,5.607a,0,?,Ik weet dat Jan computers repareren wil leren.,1
SoD-Verb2,5.607b',0,?,Ik weet dat Jan computers repareren heeft geleerd.,1
SoD-Verb2,5.651a,0,?,Volgens de regels moet de voorzitter dat.,0
SoD-Verb2,5.651b,0,?,Volgens gewoonte mag de vader dat.,0
SoD-Zw,7.64b,0,?,Tasman moet het Zuidland gezien hebben en Cook moet dat ook wel.,0
SoD-Zw,7.148,0,?,Iedereen kent Tasman niet.,0
SoD-Zw,7.156a,0,?,Alle eilanden zijn nog niet ontdekt.,0
SoD-Zw,7.221b,0,?,Welk heiligdom vond Cook het tijd om met vuur te vernietigen?,0
SoD-Zw,7.223c,0,?,Hoe heeft Cook het heiligdom niet vernietigd?,0
SoD-Zw,9.42b,0,?,Na Zwolle rijdt deze trein verder naar Groningen en zal alleen stoppen te Assen.,0
SoD-Zw,9.43a,0,?,Deze trein rijdt verder als intercity en kun je dus beter niet nemen.,0
SoD-Zw,4.39,0,?,Hij zei dat Tasman het Zuidland zou hebben ontdekt.,1
SoD-Zw,4.69,0,?,Tasman heeft toen de kralen de Maori's maar gegeven.,1
SoD-Zw,4.69,0,?,Tasman heeft toen de kralen de Maori's maar terug gegeven.,1
